Monster,Name,Description,Type,Tier,Points,Complete
Tombs of Amascut,Helpful spirit who?,Complete the Tombs of Amascut without using any supplies from the Helpful Spirit and without anyone dying. Honey locusts are included in this restriction.,Restriction,Elite,4,
Tombs of Amascut,Perfect Wardens,"Defeat The Wardens in a group of two or more, without anyone taking avoidable damage from the following: Warden attacks, obelisk attacks, lightning attacks in phase three, skull attack in phase three, Demi god attacks in phase three. You must have all Wardens invocations activated.",Perfection,Master,5,
Tombs of Amascut,Perfect Kephri,"Defeat Kephri in a group of two or more, without anyone taking any damage from the following: egg explosions, Kephri's attacks, Exploding Scarabs, Bodyguards, dung attacks. No eggs may hatch throughout the fight.",Perfection,Master,5,
Tombs of Amascut,Better get movin',"Defeat Elidinis' Warden in phase three of the Wardens fight with 'Aerial Assault', 'Stay vigilant' and 'Insanity' invocations activated and without dying yourself.",Mechanical,Master,5,
Tombs of Amascut,Perfect Zebak,"Defeat Zebak without anyone taking any damage from: poison, Zebak's basic attacks off-prayer, blood spawns and waves. You also must not push more than two jugs on the roar attack during the fight (you may destroy stationary ones). You must have all Zebak invocations activated.",Perfection,Master,5,
Tombs of Amascut,You are not prepared,Complete a full Tombs of Amascut raid only using supplies given inside the tomb and without anyone dying.,Restriction,Master,5,
Tombs of Amascut,Tomb Looter,Complete the Tombs of Amascut 25 times.,Kill Count,Master,5,Y
Tombs of Amascut,Perfect Ba-Ba,"Defeat Ba-Ba in a group of two or more, without anyone taking any damage from the following: Ba-Ba's Attacks off-prayer, Ba-Ba's slam, rolling boulders, rubble attack or falling rocks. No sarcophagi may be opened. You must have all Ba-Ba invocations activated.",Perfection,Master,5,
Tombs of Amascut,Tomb Raider,Complete the Tombs of Amascut 50 times.,Kill Count,Master,5,
Tombs of Amascut,Tombs Speed Runner,Complete the Tombs of Amascut (normal) within 18 mins at any group size.,Speed,Master,5,
Tombs of Amascut,Perfect Akkha,"Complete Akkha in a group of two or more, without anyone taking any damage from the following: Akkha's attacks off-prayer, Akkha's special attacks (orbs, memory, detonate), exploding shadow timers, orbs in the enrage phase or attacking Akkha with the wrong style. You must have all Akkha invocations activated.",Perfection,Master,5,
Tombs of Amascut,Chompington,Defeat Zebak using only melee attacks and without dying yourself.,Mechanical,Master,5,
Tombs of Amascut,Perfect Scabaras,Complete the Scabaras room in less than a minute without anyone taking any damage from puzzles.,Perfection,Master,5,
Tombs of Amascut: Entry Mode,Novice Tomb Looter,Complete the Tombs of Amascut in Entry mode (or above) 25 times.,Kill Count,Hard,3,Y
Tombs of Amascut: Entry Mode,Movin' on up,Complete a Tombs of Amascut raid at level 50 or above.,Restriction,Hard,3,Y
Tombs of Amascut: Entry Mode,Confident Raider,Complete a Tombs of Amascut raid at level 100 or above.,Restriction,Hard,3,Y
Tombs of Amascut: Entry Mode,Novice Tomb Explorer,Complete the Tombs of Amascut in Entry mode (or above) once.,Kill Count,Hard,3,Y
Tombs of Amascut: Entry Mode,Novice Tomb Raider,Complete the Tombs of Amascut in Entry mode (or above) 50 times.,Kill Count,Elite,4,
Tombs of Amascut: Expert Mode,Expert Tomb Explorer,Complete the Tombs of Amascut (Expert mode) once.,Kill Count,Elite,4,
Tombs of Amascut: Expert Mode,All out of medics,Defeat Kephri without letting her heal above 25% after the first down. The 'Medic' invocation must be activated. You must do this without dying yourself.,Mechanical,Master,5,
Tombs of Amascut: Expert Mode,Doesn't bug me,"Defeat Kephri with all Kephri invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,Master,5,
Tombs of Amascut: Expert Mode,Ba-Bananza,"Defeat Ba-Ba with all Ba-Ba invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,Master,5,
Tombs of Amascut: Expert Mode,Expert Tomb Looter,Complete the Tombs of Amascut (Expert mode) 25 times.,Kill Count,Master,5,
Tombs of Amascut: Expert Mode,Fancy feet,"Complete phase three of The Wardens in a group of two or more, using only melee attacks and without dying yourself. The 'Insanity' invocation must be activated.",Restriction,Master,5,
Tombs of Amascut: Expert Mode,Warden't you believe it,"Defeat the Wardens with all Wardens invocations activated, at expert level and without dying yourself.",Mechanical,Master,5,
Tombs of Amascut: Expert Mode,Something of an expert myself,Complete the Tombs of Amascut raid at level 350 or above without anyone dying.,Mechanical,Master,5,
Tombs of Amascut: Expert Mode,Resourceful Raider,"Complete the Tombs of Amascut with the ""On a diet"" and ""Dehydration"" invocations activated and without anyone dying.",Restriction,Master,5,
Tombs of Amascut: Expert Mode,Rockin' around the croc,"Defeat Zebak with all Zebak invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,Master,5,
Tombs of Amascut: Expert Mode,But... Damage,Complete the Tombs of Amascut without anyone in your party wearing or holding any equipment at tier 75 or above.,Restriction,Master,5,
Tombs of Amascut: Expert Mode,Perfection of Apmeken,Complete 'Perfect Apmeken' and 'Perfect Ba-Ba' in a single run of the Tombs of Amascut.,Perfection,Grandmaster,6,
Tombs of Amascut: Expert Mode,Perfection of Het,Complete 'Perfect Het' and 'Perfect Akkha' in a single run of the Tombs of Amascut.,Perfection,Grandmaster,6,
Tombs of Amascut: Expert Mode,Insanity,Complete 'Perfect Wardens' at expert or above.,Perfection,Grandmaster,6,
Tombs of Amascut: Expert Mode,Amascut's Remnant,Complete the Tombs of Amascut at raid level 500 or above without anyone dying.,Mechanical,Grandmaster,6,
Tombs of Amascut: Expert Mode,Maybe I'm the boss.,Complete a Tombs of Amascut raid with every single boss invocation activated and without anyone dying.,Mechanical,Grandmaster,6,
Tombs of Amascut: Expert Mode,Perfection of Scabaras,Complete 'Perfect Scabaras' and 'Perfect Kephri' in a single run of Tombs of Amascut.,Perfection,Grandmaster,6,
Tombs of Amascut: Expert Mode,Tombs Speed Runner III,Complete the Tombs of Amascut (expert) within 18 mins in a group of 8.,Speed,Grandmaster,6,
Tombs of Amascut: Expert Mode,Expert Tomb Raider,Complete the Tombs of Amascut (Expert mode) 50 times.,Kill Count,Grandmaster,6,
Tombs of Amascut: Expert Mode,Perfection of Crondis,Complete 'Perfect Crondis' and 'Perfect Zebak' in a single run of the Tombs of Amascut.,Perfection,Grandmaster,6,
Tombs of Amascut: Expert Mode,All Praise Zebak,Defeat Zebak without losing a single prayer point. You must also meet the conditions of the 'Rockin' Around The Croc' achievement.,Mechanical,Grandmaster,6,
Tombs of Amascut: Expert Mode,Tombs Speed Runner II,Complete the Tombs of Amascut (expert) within 20 mins at any group size.,Speed,Grandmaster,6,
Tombs of Amascut: Expert Mode,Akkhan't Do it,"Defeat Akkha with all Akkha invocations activated and the path levelled up to at least four, without dying yourself.",Mechanical,Grandmaster,6,
Tormented Demon,Two Times the Torment,Kill two Tormented Demons within 2 seconds.,Restriction,Elite,4,
Tormented Demon,Through Fire and Flames,Kill a Tormented Demon whilst their shield is inactive.,Restriction,Elite,4,Y
Tormented Demon,Unending Torment,Kill a Tormented Demon.,Kill Count,Elite,4,Y
Tormented Demon,Rapid Reload,Hit three Tormented Demons within 3 seconds using a ballista or a crossbow.,Mechanical,Elite,4,
Tormented Demon,Three Times the Thrashing,Kill three Tormented Demons within 3 seconds.,Restriction,Master,5,
TzHaar-Ket-Rak's Challenges,TzHaar-Ket-Rak's Speed-Trialist,Complete TzHaar-Ket-Rak's first challenge in less than 45 seconds.,Speed,Elite,4,
TzHaar-Ket-Rak's Challenges,Facing Jad Head-on III,Complete TzHaar-Ket-Rak's second challenge with only melee.,Restriction,Elite,4,
TzHaar-Ket-Rak's Challenges,The II Jad Challenge,Complete TzHaar-Ket-Rak's second challenge.,Kill Count,Elite,4,
TzHaar-Ket-Rak's Challenges,The IV Jad Challenge,Complete TzHaar-Ket-Rak's fourth challenge.,Kill Count,Master,5,
TzHaar-Ket-Rak's Challenges,Facing Jad Head-on IV,Complete TzHaar-Ket-Rak's fourth challenge with only melee.,Restriction,Master,5,
TzHaar-Ket-Rak's Challenges,TzHaar-Ket-Rak's Speed-Chaser,Complete TzHaar-Ket-Rak's third challenge in less than 3 minutes.,Speed,Master,5,
TzHaar-Ket-Rak's Challenges,Supplies? Who Needs 'em?,Complete TzHaar-Ket-Rak's third challenge without having anything in your inventory.,Perfection,Master,5,
TzHaar-Ket-Rak's Challenges,Multi-Style Specialist,Complete TzHaar-Ket-Rak's third challenge while using a different attack style for each JalTok-Jad.,Mechanical,Master,5,
TzHaar-Ket-Rak's Challenges,The VI Jad Challenge,Complete TzHaar-Ket-Rak's sixth challenge.,Kill Count,Grandmaster,6,
TzHaar-Ket-Rak's Challenges,TzHaar-Ket-Rak's Speed-Runner,Complete TzHaar-Ket-Rak's fifth challenge in less than 5 minutes.,Speed,Grandmaster,6,
TzHaar-Ket-Rak's Challenges,It Wasn't a Fluke,Complete TzHaar-Ket-Rak's fifth and sixth challenges back to back without failing.,Perfection,Grandmaster,6,
TzKal-Zuk,Half-Way There,Kill a Jal-Zek within the Inferno.,Kill Count,Elite,4,
TzKal-Zuk,"Nibblers, Begone!",Kill Tzkal-Zuk without letting a pillar fall before wave 67.,Perfection,Master,5,
TzKal-Zuk,No Luck Required,Kill Tzkal-Zuk without being attacked by TzKal-Zuk and without taking damage from a JalTok-Jad.,Perfection,Grandmaster,6,
TzKal-Zuk,Playing with Jads,Complete wave 68 of the Inferno within 30 seconds of the first JalTok-Jad dying.,Mechanical,Grandmaster,6,
TzKal-Zuk,Nibbler Chaser,Kill Tzkal-Zuk without using any magic spells during any wave in the Inferno.,Restriction,Grandmaster,6,
TzKal-Zuk,Budget Setup,Kill Tzkal-Zuk without equipping a Twisted Bow within the Inferno.,Restriction,Grandmaster,6,
TzKal-Zuk,Jad? What Are You Doing Here?,Kill Tzkal-Zuk without killing the JalTok-Jad which spawns during wave 69.,Restriction,Grandmaster,6,
TzKal-Zuk,Wasn't Even Close,Kill Tzkal-Zuk without letting your hitpoints fall below 50 during any wave in the Inferno.,Restriction,Grandmaster,6,
TzKal-Zuk,Inferno Grandmaster,Complete the Inferno 5 times.,Kill Count,Grandmaster,6,
TzKal-Zuk,The Floor Is Lava,Kill Tzkal-Zuk without letting Jal-ImKot dig during any wave in the Inferno.,Mechanical,Grandmaster,6,
TzKal-Zuk,Facing Jad Head-on II,Kill Tzkal-Zuk without equipping any range or mage weapons before wave 69.,Restriction,Grandmaster,6,
TzKal-Zuk,Inferno Speed-Runner,Complete the Inferno in less than 65 minutes.,Speed,Grandmaster,6,
TzTok-Jad,A Near Miss!,Complete the Fight Caves after surviving a hit from TzTok-Jad without praying.,Mechanical,Elite,4,Y
TzTok-Jad,Fight Caves Veteran,Complete the Fight Caves once.,Kill Count,Elite,4,Y
TzTok-Jad,Facing Jad Head-on,Complete the Fight Caves with only melee.,Restriction,Elite,4,Y
TzTok-Jad,Fight Caves Speed-Chaser,Complete the Fight Caves in less than 30 minutes.,Speed,Master,5,
TzTok-Jad,Fight Caves Master,Complete the Fight Caves 5 times.,Kill Count,Master,5,Y
TzTok-Jad,You Didn't Say Anything About a Bat,Complete the Fight Caves without being attacked by a Tz-Kih.,Mechanical,Master,5,Y
TzTok-Jad,Denying the Healers,Complete the Fight caves without letting any of the Yt-MejKot heal.,Mechanical,Master,5,Y
TzTok-Jad,No Time for a Drink,Complete the Fight Caves without losing any prayer points.,Restriction,Grandmaster,6,
TzTok-Jad,Denying the Healers II,Complete the Fight Caves without TzTok-Jad being healed by a Yt-HurKot.,Mechanical,Grandmaster,6,
TzTok-Jad,Fight Caves Speed-Runner,Complete the Fight Caves in less than 26 minutes and 30 seconds.,Speed,Grandmaster,6,
Vardorvis,Vardorvis Speed-Trialist,Kill Vardorvis in less than 1:15 minutes without a slayer task.,Speed,Elite,4,
Vardorvis,Vardorvis Adept,Kill Vardorvis once.,Kill Count,Elite,4,
Vardorvis,Vardorvis Speed-Chaser,Kill Vardorvis in less than 1:05 without a slayer task.,Speed,Master,5,
Vardorvis,Vardorvis Master,Kill Vardorvis 50 times.,Kill Count,Master,5,
Vardorvis,Perfect Vardorvis,Kill Vardorvis perfectly 5 times without leaving.,Perfection,Master,5,
Vardorvis,Budget Cutter,Kill Vardorvis with gear worth 2m or less in total.,Restriction,Master,5,
Vardorvis,Vardorvis Sleeper,Kill Awakened Vardorvis.,Kill Count,Grandmaster,6,
Vardorvis,Vardorvis Speed-Runner,Kill Vardorvis in less than 0:55 without a slayer task.,Speed,Grandmaster,6,
Vardorvis,Axe Enthusiast,"Kill Vardorvis after surviving for 3 minutes of Vardorvis' max speed, and never leaving the centre 25 tiles.",Mechanical,Grandmaster,6,
Venenatis,Venenatis Adept,Kill Venenatis 10 times.,Kill Count,Hard,3,Y
Venenatis,Venenatis Veteran,Kill Venenatis 20 times.,Kill Count,Elite,4,Y
Vet'ion,Vet'ion Adept,Kill Vet'ion 10 times.,Kill Count,Hard,3,Y
Vet'ion,Vet'eran,Kill Vet'ion 20 times.,Kill Count,Elite,4,Y
Vorkath,Zombie Destroyer,Kill Vorkath's zombified spawn without using crumble undead.,Restriction,Elite,4,Y
Vorkath,Vorkath Veteran,Kill Vorkath 50 times.,Kill Count,Elite,4,Y
Vorkath,Stick 'em With the Pointy End,Kill Vorkath using melee weapons only.,Restriction,Elite,4,Y
Vorkath,Vorkath Master,Kill Vorkath 100 times.,Kill Count,Master,5,Y
Vorkath,Dodging the Dragon,Kill Vorkath 5 times without taking any damage from his special attacks and without leaving his area.,Perfection,Master,5,
Vorkath,Extended Encounter,Kill Vorkath 10 times without leaving his area.,Stamina,Master,5,
Vorkath,The Walk,Hit Vorkath 12 times during the acid special without getting hit by his rapid fire or the acid pools.,Mechanical,Master,5,
Vorkath,Vorkath Speed-Chaser,Kill Vorkath in less than 1 minute and 15 seconds.,Speed,Master,5,
Vorkath,The Fremennik Way,Kill Vorkath with only your fists.,Restriction,Grandmaster,6,
Vorkath,Vorkath Speed-Runner,Kill Vorkath in less than 54 seconds.,Speed,Grandmaster,6,
Vorkath,Faithless Encounter,Kill Vorkath without losing any prayer points.,Restriction,Grandmaster,6,
Whisperer,Tentacular,Kill the Whisperer whilst only being on the Arceuus spellbook.,Restriction,Elite,4,
Whisperer,Whisperer Speed-Trialist,Kill the Whisperer in less than 3:00 without a slayer task.,Speed,Elite,4,
Whisperer,Whisperer Adept,Kill the Whisperer once.,Kill Count,Elite,4,
Whisperer,Perfect Whisperer,Kill the Whisperer without taking avoidable damage 5 times without leaving.,Perfection,Master,5,
Whisperer,Whisperer Speed-Chaser,Kill the Whisperer in less than 2:25 without a slayer task.,Speed,Master,5,
Whisperer,Whisperer Master,Kill the Whisperer 50 times.,Kill Count,Master,5,
Whisperer,Dark Memories,Kill the Whisperer whilst spending less than 6 seconds in the pre-enrage shadow realm.,Restriction,Grandmaster,6,
Whisperer,Whisperer Speed-Runner,Kill the Whisperer in less than 2:05 without a slayer task.,Speed,Grandmaster,6,
Whisperer,Whispered,Kill the Awakened Whisperer.,Kill Count,Grandmaster,6,
Wintertodt,Wintertodt Novice,Subdue the Wintertodt 5 times.,Kill Count,Easy,1,Y
Wintertodt,Mummy!,Heal a pyromancer after they have fallen.,Mechanical,Easy,1,Y
Wintertodt,Handyman,Repair a brazier which has been destroyed by the Wintertodt.,Mechanical,Easy,1,Y
Wintertodt,Cosy,Subdue the Wintertodt with four pieces of warm equipment equipped.,Restriction,Easy,1,Y
Wintertodt,Can We Fix It?,Subdue the Wintertodt without allowing all 4 braziers to be broken at the same time.,Perfection,Medium,2,Y
Wintertodt,Leaving No One Behind,Subdue the Wintertodt without any of the Pyromancers falling.,Restriction,Medium,2,Y
Wintertodt,Wintertodt Champion,Subdue the Wintertodt 10 times.,Kill Count,Medium,2,Y
Wintertodt,Why Fletch?,Subdue the Wintertodt after earning 3000 or more points.,Stamina,Hard,3,Y
Wyrm,A Slithery Encounter,Kill a Wyrm.,Kill Count,Easy,1,Y
Zalcano,Perfect Zalcano,"Kill Zalcano 5 times in a row without leaving or getting hit by the following: Falling rocks, rock explosions, Zalcano powering up, or standing in a red symbol.",Perfection,Elite,4,Y
Zalcano,The Spurned Hero,Kill Zalcano as the player who has dealt the most damage to her.,Mechanical,Elite,4,Y
Zalcano,Team Player,Receive imbued tephra from a golem.,Mechanical,Elite,4,Y
Zalcano,Zalcano Veteran,Kill Zalcano 25 times.,Kill Count,Elite,4,Y
Zulrah,Zulrah Adept,Kill Zulrah 25 times.,Kill Count,Hard,3,
Zulrah,Zulrah Veteran,Kill Zulrah 75 times.,Kill Count,Elite,4,
Zulrah,Snake. Snake!? Snaaaaaake!,Kill 3 Snakelings simultaneously.,Mechanical,Elite,4,
Zulrah,Zulrah Speed-Trialist,"Kill Zulrah in less than 1 minute 20 seconds, without a slayer task.",Speed,Elite,4,
Zulrah,Snake Rebound,Kill Zulrah by using the Vengeance spell as the finishing blow.,Mechanical,Elite,4,
Zulrah,Perfect Zulrah,"Kill Zulrah whilst taking no damage from the following: Snakelings, Venom Clouds, Zulrah's Green or Crimson phase.",Perfection,Master,5,
Zulrah,Zulrah Speed-Chaser,"Kill Zulrah in less than 1 minute, without a slayer task.",Speed,Master,5,
Zulrah,Zulrah Master,Kill Zulrah 150 times.,Kill Count,Master,5,
Zulrah,Zulrah Speed-Runner,"Kill Zulrah in less than 54 seconds, without a slayer task.",Speed,Grandmaster,6,
